Item_Identifier,Item_Fat_Content,Item_Type,Outlet_Establishment_Year,Outlet_Identifier,Outlet_Location_Type,Outlet_Size,Outlet_Type,Item_Weight,Sales
NCC54,Low Fat,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,18,242
NCJ05,Low Fat,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,19,152
NCA05,Low Fat,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,21,150
NCW30,Low Fat,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,5,260
NCB31,Low Fat,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,6,264
NCC19,Low Fat,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,7,194
NCZ30,Low Fat,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,7,121
NCH42,Low Fat,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,7,228
NCN06,Low Fat,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,8,166
NCY54,Low Fat,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,8,171
NCE19,Low Fat,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,9,55
NCX54,Low Fat,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,9,106
NCK18,Low Fat,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,10,164
NCV54,Low Fat,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,11,117
NCQ06,Low Fat,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,13,255
NCH07,Low Fat,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,13,158
NCS54,Low Fat,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,14,176
NCW18,Low Fat,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,15,238
NCD18,Low Fat,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,16,230
NCW06,Low Fat,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,16,191
NCT06,Low Fat,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,17,166
NCR38,Low Fat,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,17,253
NCI55,Low Fat,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,19,123
NCA30,Low Fat,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,19,189
NCG42,Low Fat,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,19,131
NCO30,Low Fat,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,20,186
NCB18,Low Fat,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,20,87
NCY30,Low Fat,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,20,180
NCE54,Low Fat,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,21,77
FDP27,Low Fat,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,8,191
FDL43,Low Fat,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,10,76
FDK15,Low Fat,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,11,101
FDI19,Low Fat,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,15,243
FDU39,Low Fat,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,19,60
NCL31,Low Fat,Others,2017,OUT035,Tier 2,Small,Supermarket Type1,7,142
NCK19,Low Fat,Others,2017,OUT035,Tier 2,Small,Supermarket Type1,10,195
NCL55,Low Fat,Others,2017,OUT035,Tier 2,Small,Supermarket Type1,12,253
NCP55,Low Fat,Others,2017,OUT035,Tier 2,Small,Supermarket Type1,15,54
FDH21,Low Fat,Seafood,2017,OUT035,Tier 2,Small,Supermarket Type1,10,157
FDI57,Low Fat,Seafood,2017,OUT035,Tier 2,Small,Supermarket Type1,20,196
FDQ57,Low Fat,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,7,145
FDR33,Low Fat,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,7,108
FDQ58,Low Fat,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,7,154
FDM46,Low Fat,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,7,94
FDW33,Low Fat,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,9,106
FDV09,Low Fat,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,12,148
FDU22,Low Fat,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,12,119
FDP34,Low Fat,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,13,155
FDQ33,Low Fat,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,13,149
FDA46,Low Fat,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,14,194
FDN09,Low Fat,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,14,244
FDC47,Low Fat,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,15,229
FDK09,Low Fat,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,15,229
FDT57,Low Fat,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,15,236
FDT45,Low Fat,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,16,53
FDY45,Low Fat,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,18,253
FDZ09,Low Fat,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,18,162
FDO34,Low Fat,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,18,169
FDZ58,Low Fat,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,18,122
FDN57,Low Fat,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,18,142
FDN45,Low Fat,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,19,223
FDV58,Low Fat,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,21,198
DRE12,Low Fat,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,5,112
DRD25,Low Fat,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,6,112
DRF25,Low Fat,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,9,36
DRJ24,Low Fat,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,12,187
DRK49,Low Fat,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,14,41
DRM37,Low Fat,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,15,197
DRH37,Low Fat,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,18,165
DRC12,Low Fat,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,18,192
FDF59,Low Fat,Starchy Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,12,128
FDZ36,Regular,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,6,185
FDT24,Regular,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,12,79
FDJ36,Regular,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,14,104
FDU12,Regular,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,16,266
FDX11,Regular,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,16,184
FDK60,Regular,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,16,96
FDX12,Regular,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,18,241
FDJ60,Regular,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,19,164
FDU60,Regular,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,20,169
FDZ47,Regular,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,21,100
FDS24,Regular,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,21,88
FDQ11,Regular,Breads,2017,OUT035,Tier 2,Small,Supermarket Type1,6,259
FDZ35,Regular,Breads,2017,OUT035,Tier 2,Small,Supermarket Type1,10,102
FDR11,Regular,Breads,2017,OUT035,Tier 2,Small,Supermarket Type1,10,159
FDR59,Regular,Breads,2017,OUT035,Tier 2,Small,Supermarket Type1,14,260
FDX49,Regular,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,5,232
FDF26,Regular,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,7,155
FDA37,Regular,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,8,126
FDJ26,Regular,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,15,216
FDA25,Regular,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,16,105
FDY49,Regular,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,17,163
FDU49,Regular,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,20,86
FDE50,Regular,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,20,188
FDW14,Regular,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,8,88
FDC03,Regular,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,9,194
FDY02,Regular,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,9,263
FDC51,Regular,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,11,122
FDB04,Regular,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,11,88
FDW26,Regular,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,12,220
FDC40,Regular,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,16,76
FDL39,Regular,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,16,181
FDU26,Regular,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,17,117
FDD52,Regular,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,18,109
FDF40,Regular,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,20,248
FDV26,Regular,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,20,197
FDY26,Regular,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,21,213
FDL51,Regular,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,21,216
FDP40,Regular,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,5,113
FDR16,Regular,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,6,213
FDV04,Regular,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,8,159
FDI53,Regular,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,9,162
FDX52,Regular,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,12,195
FDC05,Regular,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,13,196
FDI04,Regular,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,14,198
FDP28,Regular,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,14,260
FDR28,Regular,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,14,165
FDW40,Regular,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,14,143
FDH28,Regular,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,16,39
FDA28,Regular,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,16,126
FDV28,Regular,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,16,32
FDB41,Regular,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,19,48
FDS56,Regular,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,6,262
FDT07,Regular,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,6,258
FDV44,Regular,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,8,192
FDC33,Regular,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,9,197
FDE20,Regular,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,11,169
FDF57,Regular,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,14,170
FDD56,Regular,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,15,177
FDQ32,Regular,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,18,125
FDW32,Regular,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,18,86
FDX07,Regular,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,19,181
FDP31,Regular,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,21,63
FDW39,Regular,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,7,175
FDM15,Regular,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,12,150
FDM51,Regular,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,12,102
FDI07,Regular,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,12,199
FDQ03,Regular,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,15,238
FDN51,Regular,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,18,260
FDQ15,Regular,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,20,79
FDJ10,Regular,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,5,140
FDM45,Regular,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,9,123
FDQ45,Regular,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,10,184
FDB46,Regular,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,10,212
FDG58,Regular,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,11,157
FDO21,Regular,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,12,227
FDO22,Regular,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,14,78
FDO10,Regular,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,14,59
FDM22,Regular,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,14,54
FDL57,Regular,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,15,258
FDT09,Regular,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,15,132
FDY22,Regular,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,16,142
FDZ21,Regular,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,18,98
FDE23,Regular,Starchy Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,18,46
DRC36,Regular,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,13,176
FDA50,Low Fat,Dairy,2011,OUT010,Tier 3,Medium,Grocery Store,16,95
FDW28,Low Fat,Frozen Foods,2011,OUT010,Tier 3,Medium,Grocery Store,18,197
FDX43,Low Fat,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,6,168
FDP19,Low Fat,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,12,131
NCC54,Low Fat,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,18,239
NCX53,Low Fat,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,20,140
NCQ30,Low Fat,Household,2011,OUT010,Tier 3,Medium,Grocery Store,8,124
NCA29,Low Fat,Household,2011,OUT010,Tier 3,Medium,Grocery Store,10,170
NCN26,Low Fat,Household,2011,OUT010,Tier 3,Medium,Grocery Store,11,118
NCJ18,Low Fat,Household,2011,OUT010,Tier 3,Medium,Grocery Store,12,117
FDF58,Low Fat,Snack Foods,2011,OUT010,Tier 3,Medium,Grocery Store,13,62
FDV24,Low Fat,Baking Goods,2011,OUT010,Tier 3,Medium,Grocery Store,6,148
FDX23,Low Fat,Baking Goods,2011,OUT010,Tier 3,Medium,Grocery Store,6,95
FDJ48,Low Fat,Baking Goods,2011,OUT010,Tier 3,Medium,Grocery Store,11,245
FDE24,Low Fat,Baking Goods,2011,OUT010,Tier 3,Medium,Grocery Store,15,142
FDL36,Low Fat,Baking Goods,2011,OUT010,Tier 3,Medium,Grocery Store,15,88
FDS48,Low Fat,Baking Goods,2011,OUT010,Tier 3,Medium,Grocery Store,15,150
FDV36,Low Fat,Baking Goods,2011,OUT010,Tier 3,Medium,Grocery Store,19,126
FDU48,Low Fat,Baking Goods,2011,OUT010,Tier 3,Medium,Grocery Store,19,131
FDM13,Low Fat,Breakfast,2011,OUT010,Tier 3,Medium,Grocery Store,6,131
FDO37,Low Fat,Breakfast,2011,OUT010,Tier 3,Medium,Grocery Store,8,230
DRE27,Low Fat,Dairy,2011,OUT010,Tier 3,Medium,Grocery Store,12,100
DRG03,Low Fat,Dairy,2011,OUT010,Tier 3,Medium,Grocery Store,14,155
DRH03,Low Fat,Dairy,2011,OUT010,Tier 3,Medium,Grocery Store,17,92
FDX50,Low Fat,Dairy,2011,OUT010,Tier 3,Medium,Grocery Store,20,110
FDK28,Low Fat,Frozen Foods,2011,OUT010,Tier 3,Medium,Grocery Store,6,256
FDK40,Low Fat,Frozen Foods,2011,OUT010,Tier 3,Medium,Grocery Store,7,263
FDD17,Low Fat,Frozen Foods,2011,OUT010,Tier 3,Medium,Grocery Store,8,237
FDM28,Low Fat,Frozen Foods,2011,OUT010,Tier 3,Medium,Grocery Store,16,181
FDO40,Low Fat,Frozen Foods,2011,OUT010,Tier 3,Medium,Grocery Store,17,150
FDX16,Low Fat,Frozen Foods,2011,OUT010,Tier 3,Medium,Grocery Store,18,150
FDQ56,Low Fat,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,7,83
FDY32,Low Fat,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,8,165
FDK56,Low Fat,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,10,187
FDM44,Low Fat,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,12,104
FDG57,Low Fat,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,15,49
FDZ20,Low Fat,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,16,254
FDR07,Low Fat,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,21,96
DRI11,Low Fat,Hard Drinks,2011,OUT010,Tier 3,Medium,Grocery Store,8,114
DRM47,Low Fat,Hard Drinks,2011,OUT010,Tier 3,Medium,Grocery Store,9,189
DRJ11,Low Fat,Hard Drinks,2011,OUT010,Tier 3,Medium,Grocery Store,10,190
DRJ59,Low Fat,Hard Drinks,2011,OUT010,Tier 3,Medium,Grocery Store,12,39
DRL35,Low Fat,Hard Drinks,2011,OUT010,Tier 3,Medium,Grocery Store,16,43
NCU53,Low Fat,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,5,166
NCK29,Low Fat,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,6,121
NCJ17,Low Fat,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,8,84
NCV53,Low Fat,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,8,239
NCL29,Low Fat,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,10,159
NCV05,Low Fat,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,10,153
NCM29,Low Fat,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,12,133
NCZ17,Low Fat,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,12,38
NCO41,Low Fat,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,12,99
NCP17,Low Fat,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,19,65
NCP05,Low Fat,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,20,151
NCJ43,Low Fat,Household,2011,OUT010,Tier 3,Medium,Grocery Store,7,173
NCE31,Low Fat,Household,2011,OUT010,Tier 3,Medium,Grocery Store,8,33
NCD43,Low Fat,Household,2011,OUT010,Tier 3,Medium,Grocery Store,9,104
NCO14,Low Fat,Household,2011,OUT010,Tier 3,Medium,Grocery Store,10,44
NCH54,Low Fat,Household,2011,OUT010,Tier 3,Medium,Grocery Store,14,162
NCX18,Low Fat,Household,2011,OUT010,Tier 3,Medium,Grocery Store,14,197
NCL06,Low Fat,Household,2011,OUT010,Tier 3,Medium,Grocery Store,15,262
NCN30,Low Fat,Household,2011,OUT010,Tier 3,Medium,Grocery Store,16,98
NCQ54,Low Fat,Household,2011,OUT010,Tier 3,Medium,Grocery Store,18,167
NCF54,Low Fat,Household,2011,OUT010,Tier 3,Medium,Grocery Store,18,171
NCW42,Low Fat,Household,2011,OUT010,Tier 3,Medium,Grocery Store,18,222
NCA30,Low Fat,Household,2011,OUT010,Tier 3,Medium,Grocery Store,19,190
NCG43,Low Fat,Household,2011,OUT010,Tier 3,High,Grocery Store,20,94
NCR30,Low Fat,Household,2011,OUT010,Tier 3,High,Grocery Store,21,75
FDJ07,Low Fat,Meat,2011,OUT010,Tier 3,High,Grocery Store,7,117
FDK15,Low Fat,Meat,2011,OUT010,Tier 3,High,Grocery Store,11,98
FDP39,Low Fat,Meat,2011,OUT010,Tier 3,High,Grocery Store,13,54
FDI19,Low Fat,Meat,2011,OUT010,Tier 3,High,Grocery Store,15,242
NCP55,Low Fat,Others,2011,OUT010,Tier 3,High,Grocery Store,15,56
NCN14,Low Fat,Others,2011,OUT010,Tier 3,High,Grocery Store,19,185
FDF33,Low Fat,Seafood,2011,OUT010,Tier 3,High,Grocery Store,8,108
FDF22,Low Fat,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,7,212
FDX21,Low Fat,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,7,109
FDE34,Low Fat,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,9,182
FDI22,Low Fat,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,13,210
FDR21,Low Fat,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,20,175
FDH10,Low Fat,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,21,192
FDW10,Low Fat,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,21,175
DRG49,Low Fat,Soft Drinks,2011,OUT010,Tier 3,High,Grocery Store,8,244
DRE01,Low Fat,Soft Drinks,2011,OUT010,Tier 3,High,Grocery Store,10,242
DRI37,Low Fat,Soft Drinks,2011,OUT010,Tier 3,High,Grocery Store,16,57
FDY24,Regular,Baking Goods,2011,OUT010,Tier 3,High,Grocery Store,5,52
FDT24,Regular,Baking Goods,2011,OUT010,Tier 3,High,Grocery Store,12,79
FDU12,Regular,Baking Goods,2011,OUT010,Tier 3,High,Grocery Store,16,262
FDU60,Regular,Baking Goods,2011,OUT010,Tier 3,High,Grocery Store,20,170
FDQ47,Regular,Breads,2011,OUT010,Tier 3,High,Grocery Store,7,34
FDO11,Regular,Breads,2011,OUT010,Tier 3,High,Grocery Store,8,250
FDM25,Regular,Breakfast,2011,OUT010,Tier 3,High,Grocery Store,11,174
FDN49,Regular,Breakfast,2011,OUT010,Tier 3,High,Grocery Store,17,40
FDI38,Regular,Canned,2011,OUT010,Tier 3,High,Grocery Store,13,206
FDC14,Regular,Canned,2011,OUT010,Tier 3,High,Grocery Store,14,41
FDH14,Regular,Canned,2011,OUT010,Tier 3,High,Grocery Store,17,142
FDV01,Regular,Canned,2011,OUT010,Tier 3,High,Grocery Store,19,154
FDZ26,Regular,Dairy,2011,OUT010,Tier 3,High,Grocery Store,12,239
FDB40,Regular,Dairy,2011,OUT010,Tier 3,High,Grocery Store,18,145
FDY26,Regular,Dairy,2011,OUT010,Tier 3,High,Grocery Store,21,213
FDE28,Regular,Frozen Foods,2011,OUT010,Tier 3,High,Grocery Store,10,232
FDW40,Regular,Frozen Foods,2011,OUT010,Tier 3,High,Grocery Store,14,141
FDB41,Regular,Frozen Foods,2011,OUT010,Tier 3,High,Grocery Store,19,47
FDH53,Regular,Frozen Foods,2011,OUT010,Tier 3,High,Grocery Store,20,84
FDN08,Regular,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,8,117
FDW44,Regular,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,10,170
FDM08,Regular,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,10,226
FDZ08,Regular,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,12,81
FDS19,Regular,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,14,78
FDC21,Regular,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,15,107
FDZ07,Regular,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,15,62
FDD56,Regular,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,15,176
FDL32,Regular,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,16,111
FDT56,Regular,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,16,56
FDY56,Regular,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,16,227
FDP44,Regular,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,16,102
FDW32,Regular,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,18,88
FDR20,Regular,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,20,46
FDX31,Regular,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,20,234
FDJ20,Regular,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,21,124
FDP03,Regular,Meat,2011,OUT010,Tier 3,High,Grocery Store,5,122
FDY39,Regular,Meat,2011,OUT010,Tier 3,High,Grocery Store,5,184
FDT51,Regular,Meat,2011,OUT010,Tier 3,High,Grocery Store,12,111
FDX39,Regular,Meat,2011,OUT010,Tier 3,High,Grocery Store,14,210
FDQ51,Regular,Meat,2011,OUT010,Tier 3,High,Grocery Store,16,46
FDU27,Regular,Meat,2011,OUT010,Tier 3,High,Grocery Store,19,49
FDJ57,Regular,Seafood,2011,OUT010,Tier 3,High,Grocery Store,7,187
FDS45,Regular,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,5,107
FDF34,Regular,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,9,198
FDG58,Regular,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,11,157
FDG34,Regular,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,12,107
FDW09,Regular,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,14,80
FDT10,Regular,Snack Foods,2011,OUT010,Tier 3,Small,Grocery Store,17,59
DRA59,Regular,Soft Drinks,2011,OUT010,Tier 3,Small,Grocery Store,8,184
DRA24,Regular,Soft Drinks,2011,OUT010,Tier 3,Small,Grocery Store,19,164
DRL01,Regular,Soft Drinks,2011,OUT010,Tier 3,Small,Grocery Store,20,234
FDD47,Regular,Starchy Foods,2011,OUT010,Tier 3,Small,Grocery Store,8,172
FDH47,Regular,Starchy Foods,2011,OUT010,Tier 3,Small,Grocery Store,14,99
DRK59,Low Fat,Hard Drinks,2011,OUT010,Tier 3,Small,Grocery Store,9,236
NCX54,Low Fat,Household,2011,OUT010,Tier 3,Small,Grocery Store,9,108
NCI31,Low Fat,Others,2011,OUT010,Tier 3,Small,Grocery Store,20,38
FDM12,Regular,Baking Goods,2011,OUT010,Tier 3,Small,Grocery Store,17,189
